G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Fri, Nov 3, 1995",,Box Score,,Indiana Pacers,L,,106,111,0,1,L 1,15188,2:38,,False,ATL,1996
2,"Sat, Nov 4, 1995",,Box Score,,Orlando Magic,W,,124,91,1,1,W 1,13538,2:06,,False,ATL,1996
3,"Mon, Nov 6, 1995",,Box Score,@,Utah Jazz,L,,96,105,1,2,L 1,18742,,,False,ATL,1996
4,"Wed, Nov 8, 1995",,Box Score,@,Los Angeles Clippers,W,,100,92,2,2,W 1,6789,2:09,,False,ATL,1996
5,"Thu, Nov 9, 1995",,Box Score,@,Golden State Warriors,W,,125,121,3,2,W 2,15025,2:12,,False,ATL,1996
6,"Sat, Nov 11, 1995",,Box Score,@,Dallas Mavericks,W,,113,100,4,2,W 3,17502,,,False,ATL,1996
7,"Tue, Nov 14, 1995",,Box Score,,Charlotte Hornets,W,,111,104,5,2,W 4,9998,,,False,ATL,1996
8,"Fri, Nov 17, 1995",,Box Score,,Miami Heat,L,,88,91,5,3,L 1,11217,,,False,ATL,1996
9,"Sun, Nov 19, 1995",,Box Score,@,Sacramento Kings,W,,108,94,6,3,W 1,17317,,,False,ATL,1996
10,"Tue, Nov 21, 1995",,Box Score,@,Denver Nuggets,L,,99,107,6,4,L 1,16289,,,False,ATL,1996
11,"Wed, Nov 22, 1995",,Box Score,@,Phoenix Suns,L,,112,117,6,5,L 2,19023,,,False,ATL,1996
12,"Sat, Nov 25, 1995",,Box Score,,Toronto Raptors,W,,114,102,7,5,W 1,10253,,,False,ATL,1996
13,"Tue, Nov 28, 1995",,Box Score,@,New York Knicks,W,OT,102,97,8,5,W 2,19763,,,False,ATL,1996
14,"Wed, Nov 29, 1995",,Box Score,,Philadelphia 76ers,W,,106,81,9,5,W 3,11540,,,False,ATL,1996
15,"Fri, Dec 1, 1995",,Box Score,,Dallas Mavericks,L,,98,106,9,6,L 1,9982,,,False,ATL,1996
16,"Sat, Dec 2, 1995",,Box Score,@,Detroit Pistons,L,,96,104,9,7,L 2,15580,,,False,ATL,1996
17,"Wed, Dec 6, 1995",,Box Score,@,Washington Bullets,L,,79,96,9,8,L 3,10403,,,False,ATL,1996
18,"Thu, Dec 7, 1995",,Box Score,,San Antonio Spurs,L,,102,104,9,9,L 4,8717,,,False,ATL,1996
19,"Sat, Dec 9, 1995",,Box Score,,New York Knicks,L,,92,101,9,10,L 5,14369,,,False,ATL,1996
20,"Sun, Dec 10, 1995",,Box Score,@,Boston Celtics,W,,108,103,10,10,W 1,16828,2:05,,False,ATL,1996
21,"Tue, Dec 12, 1995",,Box Score,,Minnesota Timberwolves,L,,78,85,10,11,L 1,7613,,,False,ATL,1996
22,"Thu, Dec 14, 1995",,Box Score,,Chicago Bulls,L,,108,127,10,12,L 2,16378,,,False,ATL,1996
23,"Sat, Dec 16, 1995",,Box Score,,Denver Nuggets,W,,95,86,11,12,W 1,14063,,,False,ATL,1996
24,"Fri, Dec 22, 1995",,Box Score,,New Jersey Nets,W,,94,91,12,12,W 2,8197,,,False,ATL,1996
25,"Sat, Dec 23, 1995",,Box Score,@,Milwaukee Bucks,L,,111,115,12,13,L 1,15658,,,False,ATL,1996
26,"Tue, Dec 26, 1995",,Box Score,,Los Angeles Clippers,W,,94,88,13,13,W 1,10283,,,False,ATL,1996
27,"Fri, Dec 29, 1995",,Box Score,,Golden State Warriors,L,,96,117,13,14,L 1,12526,,,False,ATL,1996
28,"Sat, Dec 30, 1995",,Box Score,@,Chicago Bulls,L,,93,95,13,15,L 2,23587,,,False,ATL,1996
29,"Tue, Jan 2, 1996",,Box Score,,Seattle SuperSonics,L,,88,111,13,16,L 3,8524,,,False,ATL,1996
30,"Thu, Jan 4, 1996",,Box Score,,Toronto Raptors,W,OT,104,101,14,16,W 1,7194,,,False,ATL,1996
31,"Sat, Jan 6, 1996",,Box Score,@,Charlotte Hornets,L,,90,96,14,17,L 1,24042,,,False,ATL,1996
32,"Tue, Jan 9, 1996",,Box Score,,Sacramento Kings,W,,104,88,15,17,W 1,9004,,,False,ATL,1996
