G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Tue, Oct 30, 2001",7:30p,,Box Score,@,New York Knicks,L,,91,93,0,1,L 1,19763,,,False,WAS,2002
2,"Thu, Nov 1, 2001",8:00p,,Box Score,@,Atlanta Hawks,W,,98,88,1,1,W 1,20072,,,False,WAS,2002
3,"Sat, Nov 3, 2001",6:30p,,Box Score,,Philadelphia 76ers,W,,90,76,2,1,W 2,20674,,,False,WAS,2002
4,"Sun, Nov 4, 2001",7:00p,,Box Score,@,Detroit Pistons,L,,78,100,2,2,L 1,22076,,,False,WAS,2002
5,"Wed, Nov 7, 2001",8:00p,,Box Score,@,Boston Celtics,L,,95,104,2,3,L 2,18624,2:21,,False,WAS,2002
6,"Fri, Nov 9, 2001",7:00p,,Box Score,,Golden State Warriors,L,,100,109,2,4,L 3,20674,,,False,WAS,2002
7,"Sun, Nov 11, 2001",1:00p,,Box Score,,Seattle SuperSonics,L,,84,99,2,5,L 4,20674,,,False,WAS,2002
8,"Wed, Nov 14, 2001",7:00p,,Box Score,,Milwaukee Bucks,L,,98,107,2,6,L 5,20674,,,False,WAS,2002
9,"Fri, Nov 16, 2001",7:00p,,Box Score,,Utah Jazz,L,,92,101,2,7,L 6,20674,,,False,WAS,2002
10,"Tue, Nov 20, 2001",8:00p,,Box Score,,Charlotte Hornets,L,,88,95,2,8,L 7,20674,,,False,WAS,2002
11,"Thu, Nov 22, 2001",8:00p,,Box Score,@,Indiana Pacers,L,,103,110,2,9,L 8,18345,,,False,WAS,2002
12,"Sat, Nov 24, 2001",7:00p,,Box Score,,Boston Celtics,W,OT,88,84,3,9,W 1,20674,2:22,,False,WAS,2002
13,"Tue, Nov 27, 2001",7:00p,,Box Score,@,Cleveland Cavaliers,L,,75,94,3,10,L 1,20562,,,False,WAS,2002
14,"Wed, Nov 28, 2001",8:00p,,Box Score,@,Philadelphia 76ers,W,,94,87,4,10,W 1,20931,,,False,WAS,2002
15,"Fri, Nov 30, 2001",7:30p,,Box Score,@,Miami Heat,W,,84,75,5,10,W 2,20118,,,False,WAS,2002
16,"Sat, Dec 1, 2001",6:30p,,Box Score,,Orlando Magic,L,,87,96,5,11,L 1,20674,,,False,WAS,2002
17,"Tue, Dec 4, 2001",8:30p,,Box Score,@,San Antonio Spurs,L,,88,103,5,12,L 2,35052,,,False,WAS,2002
18,"Thu, Dec 6, 2001",8:30p,,Box Score,@,Houston Rockets,W,,85,82,6,12,W 1,16285,,,False,WAS,2002
19,"Sat, Dec 8, 2001",8:30p,,Box Score,@,Dallas Mavericks,W,,102,95,7,12,W 2,20241,,,False,WAS,2002
20,"Tue, Dec 11, 2001",8:00p,,Box Score,@,Memphis Grizzlies,W,,91,81,8,12,W 3,19405,,,False,WAS,2002
21,"Wed, Dec 12, 2001",8:00p,,Box Score,,Miami Heat,W,,82,80,9,12,W 4,20674,,,False,WAS,2002
22,"Fri, Dec 14, 2001",7:00p,,Box Score,,New York Knicks,W,,96,80,10,12,W 5,20674,,,False,WAS,2002
23,"Sun, Dec 16, 2001",3:00p,,Box Score,@,Toronto Raptors,W,,93,88,11,12,W 6,20048,,,False,WAS,2002
24,"Wed, Dec 19, 2001",7:00p,,Box Score,,Atlanta Hawks,W,,103,76,12,12,W 7,20674,,,False,WAS,2002
25,"Fri, Dec 21, 2001",7:30p,,Box Score,@,Orlando Magic,W,,93,75,13,12,W 8,17248,,,False,WAS,2002
26,"Sat, Dec 22, 2001",7:30p,,Box Score,@,New York Knicks,W,,87,86,14,12,W 9,19763,,,False,WAS,2002
27,"Wed, Dec 26, 2001",8:00p,,Box Score,@,Charlotte Hornets,L,,93,99,14,13,L 1,23799,,,False,WAS,2002
28,"Thu, Dec 27, 2001",7:00p,,Box Score,@,Indiana Pacers,L,,81,108,14,14,L 2,18345,,,False,WAS,2002
29,"Sat, Dec 29, 2001",7:00p,,Box Score,,Charlotte Hornets,W,,107,90,15,14,W 1,20674,,,False,WAS,2002
30,"Mon, Dec 31, 2001",8:30p,,Box Score,,New Jersey Nets,W,,98,76,16,14,W 2,20674,,,False,WAS,2002
31,"Fri, Jan 4, 2002",7:00p,,Box Score,,Chicago Bulls,W,,89,83,17,14,W 3,20674,,,False,WAS,2002
32,"Tue, Jan 8, 2002",7:00p,,Box Score,,Los Angeles Clippers,W,,96,88,18,14,W 4,20674,,,False,WAS,2002
33,"Fri, Jan 11, 2002",8:30p,,Box Score,@,Milwaukee Bucks,L,,86,105,18,15,L 1,18717,,,False,WAS,2002
34,"Sat, Jan 12, 2002",7:00p,,Box Score,,Minnesota Timberwolves,L,,100,108,18,16,L 2,20674,,,False,WAS,2002
35,"Tue, Jan 15, 2002",8:00p,,Box Score,,San Antonio Spurs,L,,91,96,18,17,L 3,20674,,,False,WAS,2002
36,"Wed, Jan 16, 2002",7:30p,,Box Score,@,New Jersey Nets,L,,67,111,18,18,L 4,20049,,,False,WAS,2002
37,"Sat, Jan 19, 2002",1:00p,,Box Score,@,Chicago Bulls,W,,77,69,19,18,W 1,23534,,,False,WAS,2002
38,"Mon, Jan 21, 2002",6:00p,,Box Score,@,Minnesota Timberwolves,L,,101,105,19,19,L 1,20320,,,False,WAS,2002
39,"Tue, Jan 22, 2002",8:00p,,Box Score,,Philadelphia 76ers,L,,84,91,19,20,L 2,20674,,,False,WAS,2002
40,"Thu, Jan 24, 2002",7:00p,,Box Score,,Cleveland Cavaliers,W,,94,85,20,20,W 1,20674,,,False,WAS,2002
41,"Sat, Jan 26, 2002",8:00p,,Box Score,,Phoenix Suns,W,,112,102,21,20,W 2,20674,,,False,WAS,2002
42,"Tue, Jan 29, 2002",7:00p,,Box Score,,Detroit Pistons,L,,86,89,21,21,L 1,20674,,,False,WAS,2002
43,"Thu, Jan 31, 2002",7:00p,,Box Score,@,Cleveland Cavaliers,W,,93,92,22,21,W 1,20562,,,False,WAS,2002
44,"Fri, Feb 1, 2002",7:00p,,Box Score,,Atlanta Hawks,W,,97,90,23,21,W 2,20674,,,False,WAS,2002
45,"Sun, Feb 3, 2002",12:00p,,Box Score,,Indiana Pacers,W,,109,89,24,21,W 3,20674,,,False,WAS,2002
46,"Tue, Feb 5, 2002",8:00p,,Box Score,,Toronto Raptors,W,,99,94,25,21,W 4,20674,,,False,WAS,2002
47,"Thu, Feb 7, 2002",7:00p,,Box Score,,Sacramento Kings,W,,108,101,26,21,W 5,20674,,,False,WAS,2002
48,"Tue, Feb 12, 2002",10:30p,,Box Score,@,Los Angeles Lakers,L,,94,103,26,22,L 1,18997,,,False,WAS,2002
49,"Thu, Feb 14, 2002",9:00p,,Box Score,@,Sacramento Kings,L,,93,109,26,23,L 2,17317,,,False,WAS,2002
50,"Fri, Feb 15, 2002",9:00p,,Box Score,@,Phoenix Suns,W,,97,96,27,23,W 1,19023,,,False,WAS,2002
51,"Mon, Feb 18, 2002",1:00p,,Box Score,,Houston Rockets,L,,89,102,27,24,L 1,20674,,,False,WAS,2002
52,"Wed, Feb 20, 2002",7:30p,,Box Score,@,Detroit Pistons,L,,90,97,27,25,L 2,22076,,,False,WAS,2002
53,"Thu, Feb 21, 2002",7:00p,,Box Score,,New Jersey Nets,L,,82,93,27,26,L 3,20674,,,False,WAS,2002
54,"Sat, Feb 23, 2002",8:00p,,Box Score,,Miami Heat,L,,95,97,27,27,L 4,20674,,,False,WAS,2002
55,"Sun, Feb 24, 2002",7:30p,,Box Score,@,Miami Heat,L,,80,92,27,28,L 5,19600,,,False,WAS,2002
56,"Wed, Feb 27, 2002",7:00p,,Box Score,,Portland Trail Blazers,L,,101,105,27,29,L 6,20674,,,False,WAS,2002
57,"Fri, Mar 1, 2002",8:30p,,Box Score,@,Chicago Bulls,L,,81,90,27,30,L 7,22623,,,False,WAS,2002
58,"Sun, Mar 3, 2002",6:00p,,Box Score,,Orlando Magic,W,OT,107,102,28,30,W 1,20674,,,False,WAS,2002
59,"Tue, Mar 5, 2002",7:00p,,Box Score,,Chicago Bulls,W,,115,90,29,30,W 2,20674,,,False,WAS,2002
60,"Thu, Mar 7, 2002",7:00p,,Box Score,,Detroit Pistons,L,,92,95,29,31,L 1,20674,,,False,WAS,2002
61,"Fri, Mar 8, 2002",7:30p,,Box Score,@,Orlando Magic,L,,96,99,29,32,L 2,17248,,,False,WAS,2002
62,"Sun, Mar 10, 2002",3:00p,,Box Score,@,Boston Celtics,L,,91,98,29,33,L 3,18624,2:17,,False,WAS,2002
63,"Mon, Mar 11, 2002",7:00p,,Box Score,,Boston Celtics,L,,99,104,29,34,L 4,20674,2:15,,False,WAS,2002
64,"Wed, Mar 13, 2002",10:30p,,Box Score,@,Los Angeles Clippers,L,,75,96,29,35,L 5,20282,,,False,WAS,2002
65,"Fri, Mar 15, 2002",10:00p,,Box Score,@,Seattle SuperSonics,W,,103,98,30,35,W 1,17072,,,False,WAS,2002
66,"Sat, Mar 16, 2002",10:00p,,Box Score,@,Portland Trail Blazers,L,,80,95,30,36,L 1,20580,,,False,WAS,2002
67,"Mon, Mar 18, 2002",10:30p,,Box Score,@,Golden State Warriors,W,,99,96,31,36,W 1,17613,,,False,WAS,2002
68,"Wed, Mar 20, 2002",9:00p,,Box Score,@,Denver Nuggets,W,,107,75,32,36,W 2,19162,,,False,WAS,2002
69,"Thu, Mar 21, 2002",9:00p,,Box Score,@,Utah Jazz,L,,79,94,32,37,L 1,19911,,,False,WAS,2002
70,"Sun, Mar 24, 2002",12:00p,,Box Score,@,Toronto Raptors,L,,91,92,32,38,L 2,19800,,,False,WAS,2002
71,"Tue, Mar 26, 2002",7:00p,,Box Score,,Denver Nuggets,W,,103,87,33,38,W 1,20674,,,False,WAS,2002
72,"Fri, Mar 29, 2002",7:00p,,Box Score,,Milwaukee Bucks,W,,107,98,34,38,W 2,20674,,,False,WAS,2002
73,"Sun, Mar 31, 2002",3:00p,,Box Score,,Dallas Mavericks,L,,103,110,34,39,L 1,20674,,,False,WAS,2002
74,"Tue, Apr 2, 2002",8:00p,,Box Score,,Los Angeles Lakers,L,,93,113,34,40,L 2,20674,,,False,WAS,2002
75,"Wed, Apr 3, 2002",8:00p,,Box Score,@,Milwaukee Bucks,L,,90,105,34,41,L 3,18717,,,False,WAS,2002
76,"Fri, Apr 5, 2002",7:30p,,Box Score,@,Charlotte Hornets,L,,91,97,34,42,L 4,15621,,,False,WAS,2002
77,"Sat, Apr 6, 2002",8:00p,,Box Score,,Memphis Grizzlies,W,,88,85,35,42,W 1,20674,,,False,WAS,2002
78,"Tue, Apr 9, 2002",7:30p,,Box Score,@,New Jersey Nets,L,,88,101,35,43,L 1,18554,,,False,WAS,2002
79,"Wed, Apr 10, 2002",7:00p,,Box Score,,Philadelphia 76ers,W,,90,77,36,43,W 1,20674,,,False,WAS,2002
80,"Fri, Apr 12, 2002",7:00p,,Box Score,@,Philadelphia 76ers,L,,91,100,36,44,L 1,20823,,,False,WAS,2002
81,"Sun, Apr 14, 2002",1:00p,,Box Score,,Indiana Pacers,L,,80,86,36,45,L 2,20674,,,False,WAS,2002
82,"Tue, Apr 16, 2002",7:00p,,Box Score,,New York Knicks,W,,116,112,37,45,W 1,20674,,,False,WAS,2002
