G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
19,"Tue, Dec 12, 1989",,Box Score,,Los Angeles Lakers,L,,89,103,3,16,L 8,23901,,,False,CHH,1990
20,"Thu, Dec 14, 1989",,Box Score,@,Washington Bullets,L,,101,105,3,17,L 9,5833,,,False,CHH,1990
21,"Sat, Dec 16, 1989",,Box Score,@,Chicago Bulls,L,,104,115,3,18,L 10,17930,,,False,CHH,1990
22,"Tue, Dec 19, 1989",,Box Score,,Dallas Mavericks,W,,102,97,4,18,W 1,23901,,,False,CHH,1990
23,"Fri, Dec 22, 1989",,Box Score,,Utah Jazz,L,,100,114,4,19,L 1,23901,,,False,CHH,1990
24,"Tue, Dec 26, 1989",,Box Score,,San Antonio Spurs,L,,82,107,4,20,L 2,23901,,,False,CHH,1990
25,"Thu, Dec 28, 1989",,Box Score,,Cleveland Cavaliers,W,,94,92,5,20,W 1,23901,,,False,CHH,1990
26,"Sat, Dec 30, 1989",,Box Score,,Houston Rockets,W,,111,92,6,20,W 2,23901,,,False,CHH,1990
27,"Thu, Jan 4, 1990",,Box Score,@,Minnesota Timberwolves,L,,98,100,6,21,L 1,23415,,,False,CHH,1990
28,"Sat, Jan 6, 1990",,Box Score,,Indiana Pacers,W,,117,111,7,21,W 1,23901,,,False,CHH,1990
29,"Mon, Jan 8, 1990",,Box Score,@,Milwaukee Bucks,L,,113,126,7,22,L 1,14178,,,False,CHH,1990
30,"Tue, Jan 9, 1990",,Box Score,,Los Angeles Clippers,L,,98,108,7,23,L 2,23901,,,False,CHH,1990
31,"Thu, Jan 11, 1990",,Box Score,@,New Jersey Nets,L,,101,109,7,24,L 3,7941,,,False,CHH,1990
32,"Fri, Jan 12, 1990",,Box Score,,Chicago Bulls,L,,95,107,7,25,L 4,23901,,,False,CHH,1990
33,"Mon, Jan 15, 1990",,Box Score,@,Phoenix Suns,L,OT,108,118,7,26,L 5,13643,,,False,CHH,1990
34,"Tue, Jan 16, 1990",,Box Score,@,Los Angeles Clippers,L,,98,106,7,27,L 6,10120,,,False,CHH,1990
35,"Thu, Jan 18, 1990",,Box Score,@,Denver Nuggets,W,,110,108,8,27,W 1,7965,,,False,CHH,1990
36,"Fri, Jan 19, 1990",,Box Score,@,Utah Jazz,L,,93,116,8,28,L 1,12616,,,False,CHH,1990
37,"Sun, Jan 21, 1990",,Box Score,@,Portland Trail Blazers,L,,100,115,8,29,L 2,12884,,,False,CHH,1990
38,"Tue, Jan 23, 1990",,Box Score,,Atlanta Hawks,L,,101,106,8,30,L 3,23901,,,False,CHH,1990
39,"Thu, Jan 25, 1990",,Box Score,,Phoenix Suns,L,,97,124,8,31,L 4,23901,,,False,CHH,1990
40,"Sat, Jan 27, 1990",,Box Score,,Sacramento Kings,L,,85,92,8,32,L 5,23901,,,False,CHH,1990
41,"Wed, Jan 31, 1990",,Box Score,@,San Antonio Spurs,L,,95,129,8,33,L 6,13276,,,False,CHH,1990
42,"Fri, Feb 2, 1990",,Box Score,,San Antonio Spurs,L,,107,118,8,34,L 7,23901,,,False,CHH,1990
43,"Mon, Feb 5, 1990",,Box Score,,Seattle SuperSonics,L,,100,101,8,35,L 8,23901,,,False,CHH,1990
44,"Wed, Feb 7, 1990",,Box Score,@,Boston Celtics,L,,125,146,8,36,L 9,14890,2:02,,False,CHH,1990
45,"Thu, Feb 8, 1990",,Box Score,,Utah Jazz,L,,74,94,8,37,L 10,23901,,,False,CHH,1990
46,"Tue, Feb 13, 1990",,Box Score,@,Indiana Pacers,L,,105,128,8,38,L 11,9536,,,False,CHH,1990
47,"Wed, Feb 14, 1990",,Box Score,@,Minnesota Timberwolves,L,,86,95,8,39,L 12,17391,,,False,CHH,1990
48,"Fri, Feb 16, 1990",,Box Score,,Denver Nuggets,W,,113,107,9,39,W 1,23901,,,False,CHH,1990
49,"Sun, Feb 18, 1990",,Box Score,,Seattle SuperSonics,L,,70,85,9,40,L 1,23901,,,False,CHH,1990
50,"Tue, Feb 20, 1990",,Box Score,,Portland Trail Blazers,L,,94,104,9,41,L 2,23901,,,False,CHH,1990
51,"Fri, Feb 23, 1990",,Box Score,,Milwaukee Bucks,L,,100,104,9,42,L 3,23901,,,False,CHH,1990
52,"Sun, Feb 25, 1990",,Box Score,@,Cleveland Cavaliers,L,,86,102,9,43,L 4,16178,,,False,CHH,1990
53,"Tue, Feb 27, 1990",,Box Score,@,Orlando Magic,L,,109,115,9,44,L 5,15077,,,False,CHH,1990
54,"Thu, Mar 1, 1990",,Box Score,,Los Angeles Clippers,W,OT,118,109,10,44,W 1,23901,,,False,CHH,1990
55,"Sat, Mar 3, 1990",,Box Score,,Sacramento Kings,L,,103,104,10,45,L 1,23901,,,False,CHH,1990
56,"Mon, Mar 5, 1990",,Box Score,@,Golden State Warriors,L,,117,138,10,46,L 2,15025,,,False,CHH,1990
57,"Tue, Mar 6, 1990",,Box Score,@,Denver Nuggets,L,,96,122,10,47,L 3,7712,,,False,CHH,1990
58,"Thu, Mar 8, 1990",,Box Score,@,Sacramento Kings,L,,102,111,10,48,L 4,17014,,,False,CHH,1990
59,"Sun, Mar 11, 1990",,Box Score,,Detroit Pistons,L,,88,98,10,49,L 5,23901,,,False,CHH,1990
60,"Mon, Mar 12, 1990",,Box Score,,Los Angeles Lakers,L,,102,107,10,50,L 6,23901,,,False,CHH,1990
61,"Wed, Mar 14, 1990",,Box Score,@,Seattle SuperSonics,L,,100,103,10,51,L 7,8115,,,False,CHH,1990
62,"Fri, Mar 16, 1990",,Box Score,@,Portland Trail Blazers,L,,109,124,10,52,L 8,12844,,,False,CHH,1990
63,"Sun, Mar 18, 1990",,Box Score,@,Los Angeles Clippers,W,,108,97,11,52,W 1,10890,,,False,CHH,1990
64,"Tue, Mar 20, 1990",,Box Score,@,Los Angeles Lakers,L,,97,109,11,53,L 1,17505,,,False,CHH,1990
65,"Wed, Mar 21, 1990",,Box Score,@,Phoenix Suns,W,OT,115,114,12,53,W 1,14487,,,False,CHH,1990
66,"Fri, Mar 23, 1990",,Box Score,,New York Knicks,W,,106,93,13,53,W 2,23901,,,False,CHH,1990
67,"Sat, Mar 24, 1990",,Box Score,@,Atlanta Hawks,L,,109,122,13,54,L 1,16371,,,False,CHH,1990
68,"Mon, Mar 26, 1990",,Box Score,,New Jersey Nets,W,,97,83,14,54,W 1,23901,,,False,CHH,1990
69,"Wed, Mar 28, 1990",,Box Score,@,Detroit Pistons,L,,97,106,14,55,L 1,21454,,,False,CHH,1990
70,"Thu, Mar 29, 1990",,Box Score,,Phoenix Suns,L,,92,105,14,56,L 2,23901,,,False,CHH,1990
71,"Sat, Mar 31, 1990",,Box Score,@,Sacramento Kings,W,,115,103,15,56,W 1,17014,,,False,CHH,1990
72,"Tue, Apr 3, 1990",,Box Score,@,Utah Jazz,L,,104,127,15,57,L 1,12616,,,False,CHH,1990
73,"Wed, Apr 4, 1990",,Box Score,@,Denver Nuggets,W,,116,112,16,57,W 1,10867,,,False,CHH,1990
74,"Fri, Apr 6, 1990",,Box Score,,Minnesota Timberwolves,W,,108,93,17,57,W 2,23901,,,False,CHH,1990
75,"Sun, Apr 8, 1990",,Box Score,,Golden State Warriors,W,,110,109,18,57,W 3,23901,,,False,CHH,1990
76,"Tue, Apr 10, 1990",,Box Score,,Houston Rockets,L,,112,115,18,58,L 1,23901,,,False,CHH,1990
77,"Thu, Apr 12, 1990",,Box Score,@,Houston Rockets,L,,110,117,18,59,L 2,16198,,,False,CHH,1990
78,"Sat, Apr 14, 1990",,Box Score,,Philadelphia 76ers,L,,102,109,18,60,L 3,23901,,,False,CHH,1990
79,"Mon, Apr 16, 1990",,Box Score,,San Antonio Spurs,L,,101,110,18,61,L 4,23901,,,False,CHH,1990
80,"Wed, Apr 18, 1990",,Box Score,@,Miami Heat,W,,98,91,19,61,W 1,15008,,,False,CHH,1990
81,"Thu, Apr 19, 1990",,Box Score,,Dallas Mavericks,L,,102,111,19,62,L 1,23901,,,False,CHH,1990
82,"Sun, Apr 22, 1990",,Box Score,@,Dallas Mavericks,L,,107,118,19,63,L 2,17007,,,False,CHH,1990
