G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Fri, Nov 3, 1989",,Box Score,,New York Knicks,W,,106,103,1,0,W 1,21454,,,False,DET,1990
2,"Sat, Nov 4, 1989",,Box Score,@,Washington Bullets,W,,95,93,2,0,W 2,17055,,,False,DET,1990
3,"Tue, Nov 7, 1989",,Box Score,@,Chicago Bulls,L,,114,117,2,1,L 1,18676,,,False,DET,1990
4,"Wed, Nov 8, 1989",,Box Score,@,Indiana Pacers,L,,74,95,2,2,L 2,13640,,,False,DET,1990
5,"Fri, Nov 10, 1989",,Box Score,@,Orlando Magic,W,,125,121,3,2,W 1,15077,,,False,DET,1990
6,"Sat, Nov 11, 1989",,Box Score,@,Miami Heat,L,,84,88,3,3,L 1,15008,,,False,DET,1990
7,"Wed, Nov 15, 1989",,Box Score,,Miami Heat,W,,130,94,4,3,W 1,21454,,,False,DET,1990
8,"Fri, Nov 17, 1989",,Box Score,,Milwaukee Bucks,W,,106,79,5,3,W 2,21454,,,False,DET,1990
9,"Sat, Nov 18, 1989",,Box Score,,Boston Celtics,W,,103,86,6,3,W 3,21454,2:03,,False,DET,1990
10,"Tue, Nov 21, 1989",,Box Score,,Atlanta Hawks,L,,96,103,6,4,L 1,21454,,,False,DET,1990
11,"Fri, Nov 24, 1989",,Box Score,,Cleveland Cavaliers,W,,101,82,7,4,W 1,21454,,,False,DET,1990
12,"Sun, Nov 26, 1989",,Box Score,@,Portland Trail Blazers,L,,82,102,7,5,L 1,12884,,,False,DET,1990
13,"Tue, Nov 28, 1989",,Box Score,@,Sacramento Kings,W,,93,81,8,5,W 1,17014,,,False,DET,1990
14,"Wed, Nov 29, 1989",,Box Score,@,Phoenix Suns,W,,111,103,9,5,W 2,14487,,,False,DET,1990
15,"Fri, Dec 1, 1989",,Box Score,@,Los Angeles Lakers,W,OT,108,97,10,5,W 3,17505,,,False,DET,1990
16,"Sat, Dec 2, 1989",,Box Score,@,Seattle SuperSonics,L,,95,120,10,6,L 1,14546,,,False,DET,1990
17,"Wed, Dec 6, 1989",,Box Score,,Washington Bullets,W,,115,107,11,6,W 1,21454,,,False,DET,1990
18,"Fri, Dec 8, 1989",,Box Score,@,Philadelphia 76ers,L,,101,107,11,7,L 1,15634,,,False,DET,1990
19,"Sat, Dec 9, 1989",,Box Score,,Indiana Pacers,W,,121,93,12,7,W 1,21454,,,False,DET,1990
20,"Tue, Dec 12, 1989",,Box Score,@,Denver Nuggets,W,,121,108,13,7,W 2,17002,,,False,DET,1990
21,"Wed, Dec 13, 1989",,Box Score,@,Los Angeles Clippers,L,,79,83,13,8,L 1,13041,,,False,DET,1990
22,"Fri, Dec 15, 1989",,Box Score,@,Utah Jazz,L,,91,94,13,9,L 2,12616,,,False,DET,1990
23,"Sat, Dec 16, 1989",,Box Score,@,Golden State Warriors,L,,92,104,13,10,L 3,15025,,,False,DET,1990
24,"Tue, Dec 19, 1989",,Box Score,,Seattle SuperSonics,W,,94,77,14,10,W 1,21454,,,False,DET,1990
25,"Fri, Dec 22, 1989",,Box Score,@,New Jersey Nets,W,,96,90,15,10,W 2,11053,,,False,DET,1990
26,"Sat, Dec 23, 1989",,Box Score,,Orlando Magic,W,,106,100,16,10,W 3,21454,,,False,DET,1990
27,"Wed, Dec 27, 1989",,Box Score,@,Cleveland Cavaliers,W,,99,82,17,10,W 4,19738,,,False,DET,1990
28,"Fri, Dec 29, 1989",,Box Score,,Milwaukee Bucks,L,,85,99,17,11,L 1,21454,,,False,DET,1990
29,"Sat, Dec 30, 1989",,Box Score,,New Jersey Nets,W,,117,106,18,11,W 1,21454,,,False,DET,1990
30,"Tue, Jan 2, 1990",,Box Score,@,Orlando Magic,W,,115,113,19,11,W 2,15077,,,False,DET,1990
31,"Wed, Jan 3, 1990",,Box Score,,Los Angeles Clippers,W,,84,80,20,11,W 3,21454,,,False,DET,1990
32,"Fri, Jan 5, 1990",,Box Score,,Indiana Pacers,W,,122,99,21,11,W 4,21454,,,False,DET,1990
33,"Sat, Jan 6, 1990",,Box Score,,New York Knicks,W,,117,106,22,11,W 5,21454,,,False,DET,1990
