Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Cory Alexander,PG,22,SAS,9,70,11.6,0.48,0.208,0.292,7.1,8.4,7.8,22.2,1.6,0.0,18.1,22.8,,0.0,0.0,0.0,-0.006,,-1.4,-1.0,-2.5,0.0,1996,True
2,John Amaechi,PF,25,CLE,1,2,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,,0.0,0.0,0.0,-0.609,,-21.3,-15.4,-36.7,0.0,1996,True
3,Greg Anderson,PF,31,SAS,6,34,-3.6,0.085,0.0,0.4,7.3,24.2,16.0,0.0,3.3,2.1,40.5,14.0,,-0.2,0.0,-0.2,-0.239,,-12.3,-1.0,-13.3,-0.1,1996,True
4,Nick Anderson,SG,28,ORL,11,418,14.6,0.531,0.496,0.354,4.8,11.8,8.3,7.6,2.8,1.0,12.5,19.0,,0.4,0.2,0.6,0.072,,1.2,0.5,1.7,0.4,1996,True
5,Willie Anderson,SG,29,NYK,4,64,5.3,0.419,0.273,0.318,4.2,12.3,8.6,2.8,3.5,0.0,19.3,24.0,,-0.2,0.1,-0.1,-0.065,,-5.6,1.6,-4.1,0.0,1996,True
6,Vincent Askew,SG,29,SEA,19,345,4.8,0.431,0.329,0.4,2.0,12.1,7.5,12.3,2.1,2.0,25.4,15.5,,-0.6,0.5,-0.2,-0.023,,-4.9,1.4,-3.5,-0.1,1996,True
7,Keith Askins,SF,28,MIA,3,48,6.2,0.528,0.545,0.273,7.3,13.0,10.1,7.6,1.1,0.0,24.5,15.9,,0.0,0.0,0.0,-0.043,,-3.6,-0.2,-3.8,0.0,1996,True
8,Stacey Augmon,SF,27,ATL,10,314,14.3,0.575,0.014,0.556,3.4,10.9,7.1,14.8,2.0,1.5,15.9,16.4,,0.5,0.1,0.5,0.083,,-0.8,0.8,0.0,0.2,1996,True
9,Charles Barkley*,PF,32,PHO,4,164,27.5,0.562,0.171,0.671,11.5,27.5,18.8,15.4,1.3,1.7,6.2,26.1,,0.7,0.0,0.7,0.197,,7.4,0.6,8.0,0.4,1996,True
10,Mario Bennett,SF,22,PHO,2,8,10.1,0.5,0.0,0.0,26.1,15.7,21.4,0.0,0.0,0.0,33.3,33.2,,0.0,0.0,0.0,-0.282,,-4.0,-9.1,-13.1,0.0,1996,True
